"","LAT","LON","SPEED","COURSE","HEADING","DESTINATION","FLAG","LENGTH","SHIPNAME","SHIPTYPE","SHIP_ID","WIDTH","DWT","DATETIME","PORT","date","week_nb","ship_type","port","is_parked"
"2970946",59.91244,30.04861,0,0,0,NA,"RU",0,"36",1,2288513,0,NA,"2016-12-15T14:11:03Z","st_petersburg","2016-12-15",50,"Navigation","St. Petersburg",1
"1697963",57.64741,11.8572,0,35,511,"CLASS B","SE",12,"SEA BIRD",9,4194704,4,NA,"2016-12-15T16:19:08Z","gothenborg","2016-12-15",50,"Pleasure","gothenborg",1
"1675515",57.71137,11.96479,0,0,511,"CLASS B","SE",14,"TINDRA",9,3967129,4,NA,"2016-12-19T18:43:07Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"2145853",59.88828,30.231,0,293,35,"ST. PETERSBURG","GI",103,"ORAKAI",8,206618,16,6886,"2016-12-15T12:57:04Z","st_petersburg","2016-12-15",50,"Tanker","St. Petersburg",1
"1786162",54.96905,20.36284,19,357,344,"BALTIYSK","LU",97,"MARIEKE",3,297208,21,8327,"2016-12-16T23:21:02Z","kalingrad","2016-12-16",51,"Tug","Kalingrad",0
"2232576",59.88227,30.19492,0,0,88,"SPB","RU",141,"KAPITAN SOROKIN",3,345312,31,5138,"2016-12-18T20:03:03Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",1
"1279705",57.67995,11.86124,0,215,511,NA,"SE",9,"DIRTY",3,323975,3,NA,"2016-12-15T23:17:05Z","gothenborg","2016-12-15",50,"Tug","gothenborg",1
"917728",57.64534,11.8585,0,247,288,"FISKEBACK","SE",38,"SKAGERAK",2,320059,9,0,"2016-12-20T01:23:14Z","gothenborg","2016-12-20",51,"Fishing","gothenborg",1
"625905",54.53251,18.55481,0,89,264,"GDYNIA","PA",228,"ATROTOS HERACLES",7,415711,32,81922,"2016-12-14T02:21:07Z","gdynia","2016-12-14",50,"Cargo","Gdynia",1
"2142316",59.87407,30.19666,0,169,136,"RULED VIA NOK","GI",161,"WYBELSUM",7,205994,25,17083,"2016-12-20T09:01:02Z","st_petersburg","2016-12-20",51,"Cargo","St. Petersburg",1
"2941313",59.91219,30.24499,0,283,511,"ST PETERSBURG","RU",35,"SVIR",3,987831,8,455,"2016-12-17T20:53:03Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"550058",54.53488,18.53635,0,350,122,"GDYNIA","PL",53,"KAPITAN POINC",3,316649,13,930,"2016-12-18T14:17:07Z","gdynia","2016-12-18",51,"Tug","Gdynia",1
"1840044",54.70517,20.48727,0,0,511,"KALININGRD","RU",104,"BRATYA STOYANOVY",2,350212,16,1810,"2016-12-18T15:07:03Z","kalingrad","2016-12-18",51,"Fishing","Kalingrad",1
"422903",54.546,18.50317,0,290,290,"GDY/KARLSKR/GDY","GB",165,"STENA BALTICA",6,201103,26,6200,"2016-12-14T22:09:06Z","gdynia","2016-12-14",50,"Passenger","Gdynia",1
"157880",54.52789,18.89827,84,303,511,NA,"PL",17,"JAS 51",2,316050,5,NA,"2016-12-16T11:31:02Z","gdansk","2016-12-16",51,"Fishing","Gdańsk",0
"860107",57.66801,11.80247,0,0,177,"SE GOT","MT",144,"PATRICIA",8,288123,23,16642,"2016-12-19T03:47:05Z","gothenborg","2016-12-19",51,"Tanker","gothenborg",1
"993684",57.69995,11.91983,93,232,234,"FERRYSERVICE GOTPORT","SE",31,"ALVSNABBEN 5",6,320839,7,35,"2016-12-15T12:23:08Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",0
"1330169",57.69859,11.64053,0,0,511,"CLASS B","SE",12,"GG102 MAUDAN",2,324714,4,NA,"2016-12-18T06:09:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"2303761",59.89383,30.22033,0,0,35,"ST.PETERSBURG","RU",119,"SORMOVSKIY-3056",7,346077,13,3804,"2016-12-16T16:41:05Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"431629",54.40489,18.71782,0,58,120,"GDANSK","GR",274,"MINERVA GEORGIA",8,213558,50,163417,"2016-12-15T08:17:07Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"1893418",55.71941,21.10948,0,216,314,"KLAIPEDA,LITHUANIA","MT",199,"KONYA",7,2006,32,63200,"2016-12-16T02:31:07Z","klaipeda","2016-12-16",51,"Cargo","Klaipeda",1
"2173719",59.91465,30.24981,0,345,265,"SAINT PETERSBURG","MT",173,"ATLANTIC RUNNER",7,284882,23,18731,"2016-12-20T04:13:03Z","st_petersburg","2016-12-20",51,"Cargo","St. Petersburg",1
"2656756",59.91081,30.22748,0,28,511,"SPB","RU",35,"MUSON",3,350538,9,87,"2016-12-13T14:45:05Z","st_petersburg","2016-12-13",50,"Tug","St. Petersburg",1
"1903138",55.72771,21.09569,0,0,0,"NaN","LT",0,"VTS 2770110",0,24473,0,NA,"2016-12-14T20:35:06Z","klaipeda","2016-12-14",50,"Unspecified","Klaipeda",1
"332831",54.53395,18.66386,0,0,511,NA,"PL",2,"BY GD",1,850644,2,NA,"2016-12-19T00:09:02Z","gdansk","2016-12-19",51,"Navigation","Gdańsk",1
"3055342",59.91099,30.22737,0,0,511,"CLASS B","RU",37,"RONDO",8,3811364,8,NA,"2016-12-14T20:33:04Z","st_petersburg","2016-12-14",50,"Tanker","St. Petersburg",1
"869303",57.68315,11.87157,0,275,511,"G0:TEBORG PEC-48","SE",42,"NORTHERN KATTEGAT",8,305383,9,510,"2016-12-18T04:23:07Z","gothenborg","2016-12-18",51,"Tanker","gothenborg",1
"2954994",59.87057,30.21548,0,0,511,"SPB","RU",26,"GRIPHON 8",3,1611958,9,NA,"2016-12-14T19:59:04Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"1781521",54.98335,20.38391,5,236,230,"PIONERSKIY","NL",29,"NERO",3,273075,12,0,"2016-12-15T20:53:03Z","kalingrad","2016-12-15",50,"Tug","Kalingrad",0
"2906256",59.87832,30.19052,0,344,316,"ST PETERSBURG","LR",179,"INA LOTTE",7,758523,29,38267,"2016-12-15T00:57:05Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"2652489",59.91131,30.23734,40,200,213,"SPB","RU",33,"MERKURIY",3,350530,10,89,"2016-12-17T12:47:03Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",0
"1524804",57.68935,11.86986,0,301,198,"GOTHENBORG","MT",116,"WISBY WAVE",8,327475,15,7517,"2016-12-14T10:11:09Z","gothenborg","2016-12-14",50,"Tanker","gothenborg",1
"1761900",54.89622,19.93811,0,0,0,"NaN","RU",0,"VTS 2734488",0,24366,0,NA,"2016-12-19T12:03:02Z","kalingrad","2016-12-19",51,"Unspecified","Kalingrad",1
"2335483",59.88276,30.18888,0,0,511,"SPB","RU",83,"ANGARA",8,346219,14,3150,"2016-12-13T20:33:04Z","st_petersburg","2016-12-13",50,"Tanker","St. Petersburg",1
"2060635",59.8646,30.47185,0,0,0,"NaN","RU",0,"VTS 2734463",0,24345,0,NA,"2016-12-13T16:27:04Z","st_petersburg","2016-12-13",50,"Unspecified","St. Petersburg",1
"2661881",59.91266,30.24522,0,271,511,"ST PETERSBURG","RU",42,"DON",8,350589,11,779,"2016-12-16T06:59:04Z","st_petersburg","2016-12-16",51,"Tanker","St. Petersburg",1
"2643311",59.90917,30.22429,0,0,511,"VYBORG","RU",30,"MOSCHNIY",3,350500,8,67,"2016-12-16T12:49:05Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"341425",54.35759,18.70784,0,0,0,"GDANSK","PL",8,"NATALIA B",9,2208737,3,NA,"2016-12-19T22:45:01Z","gdansk","2016-12-19",51,"Pleasure","Gdańsk",1
"2138935",59.87138,30.20685,0,0,318,"SHIFTING","GI",160,"HOOGE",7,205553,25,16986,"2016-12-17T01:23:04Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"601454",54.54233,18.5095,0,329,119,"GDYNIA","AG",101,"MARIS",7,362969,18,5325,"2016-12-14T18:11:08Z","gdynia","2016-12-14",50,"Cargo","Gdynia",1
"1868491",55.11497,19.95943,120,23,20,"KLAIPDA","BS",183,"AFRICAN GROUSE",7,3610791,31,37700,"2016-12-16T17:43:02Z","kalingrad","2016-12-16",51,"Cargo","Kalingrad",0
"1192106",57.61989,11.92737,0,283,263,"SSRS HOVAS","SE",12,"RESCUE HANS LAURIN",3,322974,4,NA,"2016-12-16T05:13:08Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"1108881",57.70086,11.91646,0,0,511,"CLASS B","SE",24,"SVANEN WEST",6,321994,6,NA,"2016-12-15T20:31:08Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"2940106",59.91225,30.24517,0,246,511,"ST PETERSBURG","RU",35,"SVIR",3,987831,8,455,"2016-12-17T00:41:05Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"1713999",57.7072,11.94982,0,0,511,NA,"SE",12,"PURE ORANGE",0,4342553,3,NA,"2016-12-15T09:05:09Z","gothenborg","2016-12-15",50,"Unspecified","gothenborg",1
"2566215",59.86999,30.21708,0,0,128,"SPB","RU",65,"NEVA LUX",8,349961,10,1256,"2016-12-14T01:15:04Z","st_petersburg","2016-12-14",50,"Tanker","St. Petersburg",1
"768743",57.69132,11.87074,0,357,198,"GOTEBORG PEC62-191","DK",119,"NEPTUNUS",8,157057,16,6954,"2016-12-19T07:31:05Z","gothenborg","2016-12-19",51,"Tanker","gothenborg",1
"1980838",55.70356,21.1275,0,249,62,"LIEPAJA","AG",81,"BOMAR MOON",7,364937,13,2803,"2016-12-13T23:13:06Z","klaipeda","2016-12-13",50,"Cargo","Klaipeda",1
"981598",57.68186,11.87193,0,145,72,NA,"SE",16,"PILOT 746 SE",3,320737,5,NA,"2016-12-19T06:47:08Z","gothenborg","2016-12-19",51,"Tug","gothenborg",1
"465180",54.52934,18.52586,0,239,236,"GDYNIA","PL",35,"ODYS",3,315731,9,0,"2016-12-17T07:41:07Z","gdynia","2016-12-17",51,"Tug","Gdynia",1
"2281261",59.88277,30.18868,0,141,511,"CLASS B","RU",60,"AURA",8,346022,10,NA,"2016-12-18T06:53:03Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"2320551",59.8782,30.23785,0,206,511,"MURSULA SPB","RU",29,"GRIFON 3",3,346161,8,57,"2016-12-17T20:31:04Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"659429",54.53555,18.52116,0,4,237,"PL GDY","MT",103,"TRANS HOLM",8,728871,16,6046,"2016-12-15T19:07:07Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"1952241",55.72813,21.06331,96,274,277,NA,"LT",25,"169",2,353306,7,33,"2016-12-20T03:09:06Z","klaipeda","2016-12-20",51,"Fishing","Klaipeda",0
"2029354",55.66511,21.14719,0,104,353,"KLAIPEDA","LR",179,"VANTAGE WAVE",7,756358,27,33200,"2016-12-15T05:09:06Z","klaipeda","2016-12-15",50,"Cargo","Klaipeda",1
"1292541",57.77215,11.62088,1,354,511,"CLASS B","SE",9,"SEACURE",3,324465,2,NA,"2016-12-16T09:21:06Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"2866919",59.86789,30.22277,0,267,309,"ST.PETERBURG","LR",152,"ZENIT",7,754206,23,12848,"2016-12-15T07:31:05Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"1329922",57.69858,11.64055,0,0,511,"CLASS B","SE",12,"GG102 MAUDAN",2,324714,4,NA,"2016-12-17T21:53:05Z","gothenborg","2016-12-17",51,"Fishing","gothenborg",1
"765376",57.70705,11.65931,0,220,204,"FISKE PLATS","DK",47,"STELLA NOVA",2,156348,9,0,"2016-12-19T13:33:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"1232165",57.72104,11.98111,0,0,511,"CLASS B","SE",30,"EMM XXIII M23",9,323271,6,NA,"2016-12-19T11:07:05Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"1597471",57.72008,11.97624,0,11,511,"GOTEBORG  C","SE",20,"FROG TAURUS",3,2312999,6,NA,"2016-12-18T13:33:06Z","gothenborg","2016-12-18",51,"Tug","gothenborg",1
"564367",54.52859,18.53047,0,346,238,"GDYNIA","PL",56,"HORYZONT II",3,316954,11,288,"2016-12-16T12:11:08Z","gdynia","2016-12-16",51,"Tug","Gdynia",1
"2416641",59.89081,30.20846,1,188,31,"SAINT PETERSBURG","RU",180,"SEVERNAYA ZEMLYA",7,347415,22,23645,"2016-12-20T03:51:03Z","st_petersburg","2016-12-20",51,"Cargo","St. Petersburg",1
"223553",54.40442,18.67657,0,49,88,"GDANSK","PL",28,"ZEUS",3,316950,8,76,"2016-12-19T11:39:01Z","gdansk","2016-12-19",51,"Tug","Gdańsk",1
"1354098",57.71119,11.94925,0,23,199,"CLASS B","SE",19,"BLUE ADVENTURE",9,325070,5,NA,"2016-12-14T18:27:06Z","gothenborg","2016-12-14",50,"Pleasure","gothenborg",1
"2025721",55.97367,20.8025,0,81,257,"BUTINGE","LR",249,"SCF BALTICA",8,753672,44,117153,"2016-12-13T20:05:06Z","klaipeda","2016-12-13",50,"Tanker","Klaipeda",1
"1041777",57.64369,11.85488,62,90,271,"RO-RO SODRA SKARGARD","SE",36,"ARLAN",6,321587,9,50,"2016-12-15T07:13:08Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",0
"1091392",57.69838,11.78719,0,180,511,"CLASS B","SE",0,"CHESS ARCONA400",9,321697,0,NA,"2016-12-19T20:39:05Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"2452014",59.88529,30.20354,0,0,316,"ST.PETERSBURG VIA KK","RU",99,"MIKHAIL LOMONOSOV",7,347839,16,4805,"2016-12-18T01:45:03Z","st_petersburg","2016-12-18",51,"Cargo","St. Petersburg",1
"1536853",57.60131,11.79465,0,0,511,NA,"SE",10,"CLIPPFJORD",2,327673,4,NA,"2016-12-19T04:35:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"1646013",57.72081,11.97958,0,0,511,"CLASS B","SE",11,"LADY H",9,3689951,4,NA,"2016-12-17T23:51:05Z","gothenborg","2016-12-17",51,"Pleasure","gothenborg",1
"2578611",59.88279,30.18879,0,318,511,"CLASS B","RU",60,"VELTA",8,350015,11,NA,"2016-12-19T20:55:04Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"382287",54.37354,18.64252,1,44,346,"GDANSK","PL",58,"ORP KORMORAN",3,4200884,10,NA,"2016-12-15T00:19:02Z","gdansk","2016-12-15",50,"Tug","Gdańsk",1
"435734",54.54292,18.50835,0,319,118,"TILBURY","NL",134,"ENFORCER",7,231568,21,9450,"2016-12-16T18:11:07Z","gdynia","2016-12-16",51,"Cargo","Gdynia",1
"2505495",59.87176,30.2133,0,336,129,"ST PETERSBURG","RU",128,"GEOR.POBEDONOSETS",7,348607,16,5440,"2016-12-19T19:09:03Z","st_petersburg","2016-12-19",51,"Cargo","St. Petersburg",1
"997423",57.71229,11.963,60,61,81,"FERRYSERVICE GOTPORT","SE",32,"ALVSNABBEN 4",6,320843,8,NA,"2016-12-13T18:29:06Z","gothenborg","2016-12-13",50,"Passenger","gothenborg",0
"1839460",54.9636,20.31231,5,198,270,"ROAD PIONERSKIY","RU",88,"SAMUR-3",7,349963,12,2755,"2016-12-20T06:37:03Z","kalingrad","2016-12-20",51,"Cargo","Kalingrad",0
"2639472",59.87745,30.23808,0,40,511,"ST.PETERSBURG","RU",73,"ECOMAR",8,350395,12,1965,"2016-12-20T01:15:04Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"2845966",59.89597,30.22646,0,201,123,"RU LED","MT",189,"KNOSSOS",7,547677,32,56763,"2016-12-17T21:43:03Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"2233815",59.88225,30.19493,1,0,88,"SPB","RU",141,"KAPITAN SOROKIN",3,345312,31,5138,"2016-12-19T17:03:05Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"367977",54.36496,18.64985,0,0,511,"GDANSK","PL",21,"KOZIOROZEC-O-01",3,3921875,9,NA,"2016-12-15T19:31:02Z","gdansk","2016-12-15",50,"Tug","Gdańsk",1
"58541",54.46264,18.87562,1,175,215,"ANCHORAGE NO5","NL",192,"PRINS MAURITS",8,272139,33,18713,"2016-12-19T10:03:02Z","gdansk","2016-12-19",51,"Tanker","Gdańsk",1
"1874758",54.69101,20.42568,6,358,259,"SANKT-PETERBURG","RU",53,"SPK-49150",3,3975455,23,NA,"2016-12-16T02:59:02Z","kalingrad","2016-12-16",51,"Tug","Kalingrad",0
"662145",54.537,18.522,0,166,237,"PL GDY","MT",103,"TRANS HOLM",8,728871,16,6046,"2016-12-19T14:17:07Z","gdynia","2016-12-19",51,"Tanker","Gdynia",1
"2377720",59.87837,30.19128,17,149,511,"SPB","RU",25,"GRIFON7",3,347042,9,120,"2016-12-18T08:53:03Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",0
"2000249",55.70997,21.12344,0,115,324,"KLAIPEDA","PA",77,"SILVER FJORD",7,421615,13,1700,"2016-12-15T07:55:06Z","klaipeda","2016-12-15",50,"Cargo","Klaipeda",1
"850980",57.69011,11.87835,0,116,212,"GOTHENBURG","MT",183,"INDIAN POINT",8,279287,32,50922,"2016-12-20T07:37:05Z","gothenborg","2016-12-20",51,"Tanker","gothenborg",1
"2265872",59.88145,30.23072,0,132,511,"HANKO","RU",60,"KOLA",8,346002,7,NA,"2016-12-18T13:01:04Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"1362855",57.77207,11.61939,0,0,511,"3.E MAN","SE",8,"RESCUE MARIANNE BRAT",3,325269,2,NA,"2016-12-14T14:21:06Z","gothenborg","2016-12-14",50,"Tug","gothenborg",1
"609768",54.40328,18.67531,0,282,511,"GDANSK","AG",81,"RMS RAHM",7,364258,11,2500,"2016-12-18T23:31:06Z","gdynia","2016-12-18",51,"Cargo","Gdynia",1
"2611475",59.91913,30.26153,0,0,511,"ST.PETERSBURG","RU",56,"PL 2",7,350158,13,318,"2016-12-17T02:35:04Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"1758270",54.62998,19.88548,0,0,511,"NaN","RU",NA,"VTS BALTIYSK",0,24344,NA,NA,"2016-12-19T23:27:03Z","kalingrad","2016-12-19",51,"Unspecified","Kalingrad",1
"735480",57.69001,11.84567,0,354,5,"HELSINGBORG","CY",141,"ASTRORUNNER",7,124278,20,9544,"2016-12-13T15:11:08Z","gothenborg","2016-12-13",50,"Cargo","gothenborg",1
"1418078",57.69059,11.8704,0,198,198,"LDY GB","SE",146,"PROSPERO",8,326491,22,18119,"2016-12-15T18:55:06Z","gothenborg","2016-12-15",50,"Tanker","gothenborg",1
"872648",57.67115,11.78104,0,297,67,"GOTHENBURG","NO",134,"EK-STAR",8,306746,20,13700,"2016-12-18T08:47:05Z","gothenborg","2016-12-18",51,"Tanker","gothenborg",1
"1473381",57.68836,11.85591,0,0,511,"CLASS B","SE",0,"K10",3,326735,0,NA,"2016-12-15T04:35:05Z","gothenborg","2016-12-15",50,"Tug","gothenborg",1
"649907",54.53631,18.51998,0,353,239,"GDYNIA","BS",94,"FJORDVIK",7,698727,14,4081,"2016-12-18T18:47:06Z","gdynia","2016-12-18",51,"Cargo","Gdynia",1
"488691",54.79701,18.4206,45,238,511,"WLADYSLAWOWO","PL",26,"WLA310",2,315948,6,126,"2016-12-19T01:03:06Z","gdynia","2016-12-19",51,"Fishing","Gdynia",0
"899250",57.70585,11.93661,0,0,511,"EDUCATION","SE",160,"SJOEBEFAELSSKOLAN",3,319754,60,NA,"2016-12-20T06:03:05Z","gothenborg","2016-12-20",51,"Tug","gothenborg",1
"1475148",57.68788,11.85496,0,313,511,"CLASS B","SE",0,"K10",3,326735,0,NA,"2016-12-16T22:21:05Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"249351",54.36553,18.65532,0,353,113,"GDANSK","LV",25,"AGNESE",2,352224,7,31,"2016-12-17T21:05:02Z","gdansk","2016-12-17",51,"Fishing","Gdańsk",1
"2617739",59.91935,30.2534,0,300,511,"X","RU",62,"SPK-1DMAG",3,350197,33,600,"2016-12-14T20:47:04Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"309828",54.44217,18.83867,0,132,324,"PLGDN","LR",167,"CALISTO",7,757428,25,20614,"2016-12-20T10:01:02Z","gdansk","2016-12-20",51,"Cargo","Gdańsk",1
"2662193",59.91265,30.24528,0,41,511,"ST PETERSBURG","RU",42,"DON",8,350589,11,779,"2016-12-16T12:11:05Z","st_petersburg","2016-12-16",51,"Tanker","St. Petersburg",1
"524308",54.69703,18.67604,0,0,511,"CLASS B","PL",14,"ANNA MARIA",9,316232,4,NA,"2016-12-16T08:47:07Z","gdynia","2016-12-16",51,"Pleasure","Gdynia",1
"2422485",59.90629,30.22859,0,0,34,"SPB","RU",80,"FREYA",8,347417,13,2959,"2016-12-17T22:57:04Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"2893304",59.88133,30.19833,0,343,135,"RULED","LR",167,"CALISTO",7,757428,25,20614,"2016-12-16T23:21:03Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"764693",57.70706,11.65928,0,198,205,"FISKE PLATS","DK",47,"STELLA NOVA",2,156348,9,0,"2016-12-18T14:27:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"499146",54.69597,18.67434,0,32,229,NA,"PL",19,"JAS 77",2,315986,5,NA,"2016-12-17T03:05:07Z","gdynia","2016-12-17",51,"Fishing","Gdynia",1
"1374495",57.64552,11.85811,0,275,110,"BURG","SE",32,"RON",2,325679,8,0,"2016-12-18T03:55:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"1727499",57.68549,11.89121,0,288,511,"CLASS B","SE",15,"ANNABELLA",9,4450061,4,NA,"2016-12-17T13:15:05Z","gothenborg","2016-12-17",51,"Pleasure","gothenborg",1
"2640243",59.9092,30.22434,0,0,511,"VYBORG","RU",30,"MOSCHNIY",3,350500,8,67,"2016-12-13T15:49:03Z","st_petersburg","2016-12-13",50,"Tug","St. Petersburg",1
"97022",54.39165,18.67024,0,0,511,"GDANSK","PL",35,"AJAKS",3,315679,9,118,"2016-12-14T18:31:01Z","gdansk","2016-12-14",50,"Tug","Gdańsk",1
"477402",54.4056,18.66758,0,0,285,"GDANSK","PL",30,"TAURUS",3,315869,10,125,"2016-12-17T23:17:06Z","gdynia","2016-12-17",51,"Tug","Gdynia",1
"2641799",59.90916,30.22429,0,0,511,"VYBORG","RU",30,"MOSCHNIY",3,350500,8,67,"2016-12-15T01:23:03Z","st_petersburg","2016-12-15",50,"Tug","St. Petersburg",1
"1738816",57.73223,11.67255,0,0,333,"DAM","SE",14,"LAGUN",2,4610570,4,NA,"2016-12-18T09:59:05Z","gothenborg","2016-12-18",51,"Fishing","gothenborg",1
"649218",54.53631,18.51997,0,291,240,"GDYNIA","BS",94,"FJORDVIK",7,698727,14,4081,"2016-12-17T19:41:07Z","gdynia","2016-12-17",51,"Cargo","Gdynia",1
"2967276",59.91144,30.04795,0,0,511,NA,"RU",0,"35",1,2288508,0,NA,"2016-12-19T15:37:03Z","st_petersburg","2016-12-19",51,"Navigation","St. Petersburg",1
"907803",57.70141,11.94293,0,267,259,"SEGOT<>DKFDH","SE",139,"STENA DANICA",6,319954,30,2950,"2016-12-19T03:43:05Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"1609822",57.70675,11.663,0,199,511,"MALARTRAFIK","SE",29,"HAVSORNEN",6,3351571,5,NA,"2016-12-18T02:37:05Z","gothenborg","2016-12-18",51,"Passenger","gothenborg",1
"1754093",54.63592,19.81144,1,102,263,"KALININGRAD","PA",79,"HELT",7,3575,11,2086,"2016-12-16T23:25:03Z","kalingrad","2016-12-16",51,"Cargo","Kalingrad",1
"2069626",59.93667,30.22583,0,0,0,"NaN","RU",0,"VTS 2734492",0,24369,0,NA,"2016-12-16T20:41:04Z","st_petersburg","2016-12-16",51,"Unspecified","St. Petersburg",1
"716492",54.79942,18.42878,72,192,511,"CLASS B","PL",12,"WLA-85",2,3955261,4,NA,"2016-12-16T15:57:07Z","gdynia","2016-12-16",51,"Fishing","Gdynia",0
"1213071",57.65693,11.84635,0,17,511,"CLASS B","SE",16,"TOOTIKI",9,323198,4,NA,"2016-12-13T16:11:05Z","gothenborg","2016-12-13",50,"Pleasure","gothenborg",1
"599691",54.52877,18.52665,0,357,281,"VLAARDINGEN","AG",90,"LISA",7,360595,14,4850,"2016-12-15T23:57:07Z","gdynia","2016-12-15",50,"Cargo","Gdynia",1
"2627856",59.91006,30.22645,0,0,511,"ST.PETERSBURG","RU",110,"GIBRALTAR",3,350211,20,6433,"2016-12-19T07:27:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"2810390",59.90671,30.22188,0,321,29,"ST. PETERSBURG","BS",150,"DURBAN STAR",7,374258,22,10629,"2016-12-15T22:53:04Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"2585383",59.90637,30.22069,0,0,511,"CLASS B","RU",30,"BALTIETS",3,350026,6,NA,"2016-12-17T23:49:05Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"2876576",59.88353,30.2067,0,210,140,"ST.PETERSBURG,RUSSIA","LR",157,"ALLEGRA",7,755491,26,24173,"2016-12-15T06:07:03Z","st_petersburg","2016-12-15",50,"Cargo","St. Petersburg",1
"2183742",59.88317,30.16493,0,35,314,"ST.PETERSBURG","MT",182,"BALTIC FROST",8,301875,27,37100,"2016-12-17T05:07:04Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"2822902",59.88754,30.16853,42,110,112,"ST. PETERSBURG","PA",237,"MSC SANTHYA",7,416514,32,46600,"2016-12-20T04:57:03Z","st_petersburg","2016-12-20",51,"Cargo","St. Petersburg",0
"1537706",57.9221,11.61297,106,248,247,"ESCORTETUG STENUNGST","SE",28,"BISON",3,327678,12,106,"2016-12-17T10:09:06Z","gothenborg","2016-12-17",51,"Tug","gothenborg",0
"2284032",59.88272,30.18871,0,313,511,"CLASS B","RU",60,"AURA",8,346022,10,NA,"2016-12-20T05:47:04Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"1565561",57.74445,11.64199,0,251,163,NA,"SE",37,"ULRIKA",6,1085676,9,203,"2016-12-13T14:21:05Z","gothenborg","2016-12-13",50,"Passenger","gothenborg",1
"2333118",59.89449,30.22705,0,0,511,"CLASS B","RU",30,"TORNADO",3,346208,10,NA,"2016-12-19T01:43:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"139719",54.69445,18.67726,3,52,511,"BALTIC SEA","PL",19,"JAS 78",2,315930,6,NA,"2016-12-17T03:03:02Z","gdansk","2016-12-17",51,"Fishing","Gdańsk",1
"1559930",57.77854,11.88227,0,0,14,"NaN","SE",0,"SAR 111265582",3,1072314,0,NA,"2016-12-17T17:01:08Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"1811622",54.96037,20.37078,10,298,39,"PIONERSKY","RU",56,"KUBAN",3,347749,11,845,"2016-12-17T22:45:04Z","kalingrad","2016-12-17",51,"Tug","Kalingrad",0
"2836645",59.90797,30.2235,0,253,31,"PUERTO BOLIVAR","VC",150,"BALTIC PRIME",7,468082,22,10742,"2016-12-17T09:19:04Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"1623776",57.73259,11.99471,0,0,511,"CLASS B","SE",25,"BJONN",3,3423103,8,NA,"2016-12-15T19:03:05Z","gothenborg","2016-12-15",50,"Tug","gothenborg",1
